,ID,Customer_Join_Date,Year_Birth,Customer_Join_Age,Age_Group,Education,Income_Class,Marital_Status,Income,Kidhome,Teenhome,Childrenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotalPurchase,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumOfPurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp6,Accepted_Rate,NumDealsPurchases,Complain
412,7030,2013-03-30,1955,58,Adult,PhD,Middle,Married,66465,0,1,1,1,1200,0,204,38,29,14,1485,11,9,12,32,6,1,0,0,0,0,0,1,3,0
413,7422,2012-08-22,1987,25,Adult,Graduation,Middle,Single,46923,1,0,1,90,85,44,54,102,78,6,369,5,1,7,13,7,0,0,0,0,0,0,0,3,0
414,3523,2013-01-23,1962,51,Adult,Graduation,Upper,Together,75072,0,1,1,83,583,34,309,0,22,125,1073,5,4,8,17,3,0,0,0,0,0,0,0,2,0
415,7106,2014-03-31,1943,71,Old,PhD,Upper,Married,75865,0,0,0,73,483,0,591,156,0,12,1242,3,5,10,18,1,0,0,0,0,0,0,0,1,0
416,6504,2013-11-20,1975,38,Adult,2n Cycle,Lower,Together,19789,1,0,1,24,2,5,9,28,6,28,78,2,1,3,6,5,0,0,1,0,0,0,1,3,0
417,5067,2014-02-14,1994,20,Young,Graduation,Upper,Together,80134,0,0,0,11,966,26,282,52,26,26,1378,2,7,11,20,5,1,1,0,1,1,0,4,1,0
418,4216,2013-02-22,1981,32,Adult,Graduation,Upper,Single,91065,0,0,0,33,822,114,108,179,137,114,1474,7,9,9,25,3,1,0,0,0,1,1,3,1,0
419,8581,2013-03-05,1971,42,Adult,Master,Middle,Married,49505,1,1,2,4,604,0,100,19,0,28,751,10,2,8,20,8,0,0,0,0,0,0,0,9,0
420,5929,2014-05-06,1973,41,Adult,PhD,Middle,Married,37401,1,0,1,14,19,3,19,3,1,3,48,2,0,3,5,7,0,0,0,0,0,0,0,2,0
421,3129,2014-05-22,1983,31,Adult,Graduation,Lower,Married,30096,1,0,1,30,5,3,11,12,5,9,45,2,0,3,5,6,0,0,0,0,0,0,0,1,0
422,6528,2014-06-05,1982,32,Adult,Master,Lower,Together,18492,1,0,1,75,2,2,2,2,1,1,10,1,0,2,3,8,0,0,0,0,0,0,0,1,0
423,1361,2013-06-04,1974,39,Adult,Master,Upper,Married,82584,0,0,0,26,1076,68,103,29,91,68,1435,3,4,8,15,1,0,0,0,1,1,1,3,1,0
424,6932,2013-04-13,1941,72,Old,PhD,Upper,Married,93027,0,0,0,77,1285,42,716,55,0,21,2119,7,10,5,22,2,0,0,0,0,1,0,1,0,0
425,7284,2013-12-04,1953,60,Old,Graduation,Middle,Married,48686,1,2,3,8,10,0,7,2,0,1,20,1,0,2,3,8,0,0,0,0,0,0,0,1,0
426,1340,2014-04-24,1986,28,Adult,Graduation,Upper,Married,92910,0,0,0,42,551,137,792,179,103,33,1795,6,7,13,26,1,1,0,0,1,1,0,3,1,0
427,8746,2014-04-05,1989,25,Adult,Graduation,Upper,Married,75433,1,0,1,28,800,0,297,0,34,57,1188,2,5,10,17,6,1,0,0,1,0,0,2,2,0
428,5987,2014-05-04,1989,25,Adult,2n Cycle,Lower,Together,10404,1,0,1,52,2,2,11,10,6,12,43,1,0,4,5,5,0,0,0,0,0,0,0,2,0
429,3767,2013-04-25,1968,45,Adult,Graduation,Middle,Married,61314,0,1,1,1,378,0,189,97,172,172,1008,5,5,12,22,3,0,0,0,0,0,0,0,2,0
430,3725,2013-05-09,1961,52,Adult,PhD,Upper,Single,84865,0,0,0,1,1248,16,349,43,16,16,1688,2,4,9,15,4,1,1,0,1,1,1,5,1,0
431,4324,2012-10-29,1989,23,Adult,Graduation,Middle,Married,42387,1,0,1,42,235,0,235,19,4,191,684,8,1,7,16,8,0,0,0,0,0,0,0,5,0
432,238,2013-01-23,1967,46,Adult,2n Cycle,Middle,Together,67309,1,1,2,76,515,47,181,149,95,95,1082,9,6,9,24,7,0,0,0,0,0,0,0,15,0
433,6694,2013-11-25,1964,49,Adult,Graduation,Upper,Married,75236,0,1,1,27,438,66,400,12,38,114,1068,8,3,13,24,4,0,0,0,0,0,0,0,1,0
434,498,2014-02-02,1970,44,Adult,Graduation,Lower,Single,30015,1,0,1,28,25,0,22,2,3,5,57,1,0,4,5,5,0,0,0,0,0,0,0,2,0
435,9347,2013-06-21,1956,57,Adult,Master,Middle,Together,50943,0,1,1,49,31,0,7,2,0,6,46,1,0,3,4,5,0,0,0,0,0,0,0,1,0
436,9699,2013-12-21,1966,47,Adult,Graduation,Middle,Divorced,67272,0,1,1,12,357,35,271,28,28,14,733,6,2,12,20,5,0,0,0,0,0,0,0,3,0
437,10664,2013-09-07,1949,64,Old,Master,Middle,Widow,51529,0,1,1,14,400,4,35,6,0,22,467,9,1,5,15,8,0,0,0,0,0,0,0,2,0
438,5455,2013-08-22,1971,42,Adult,PhD,Lower,Married,32011,1,0,1,89,99,0,15,2,1,5,122,2,1,4,7,7,0,0,0,0,0,0,0,3,0
439,456,2013-02-07,1986,27,Adult,2n Cycle,Lower,Married,7500,1,0,1,96,1,11,5,4,6,9,36,2,0,3,5,8,0,0,0,0,0,0,0,2,0
440,5012,2013-07-04,1989,24,Adult,Graduation,Lower,Married,28691,1,0,1,56,5,4,13,8,0,4,34,1,0,3,4,8,0,0,0,0,0,0,0,1,0
441,7495,2013-12-20,1948,65,Old,PhD,Middle,Married,56223,0,1,1,72,77,28,31,16,0,4,156,2,1,5,8,4,0,0,0,0,0,0,0,2,0
442,5029,2013-08-06,1946,67,Old,Graduation,Lower,Married,18100,0,0,0,14,3,1,2,4,3,1,14,0,0,3,3,5,0,0,0,0,0,0,0,1,0
443,10642,2012-12-30,1989,23,Adult,Graduation,Lower,Single,30279,1,0,1,13,10,4,14,4,4,1,37,1,0,3,4,8,0,0,0,0,0,0,0,1,0
444,2106,2014-03-17,1974,40,Adult,2n Cycle,Lower,Married,20130,0,0,0,99,0,6,3,7,6,12,34,1,0,3,4,8,0,0,0,0,0,0,0,1,0
445,10364,2013-07-13,1959,54,Adult,Graduation,Lower,Divorced,23295,0,0,0,72,0,0,1,2,12,5,20,1,0,2,3,8,0,0,0,0,0,0,0,1,0
446,5954,2013-10-09,1972,41,Adult,Master,Middle,Divorced,42618,1,0,1,92,76,14,74,13,5,10,192,5,0,4,9,8,0,0,0,0,0,0,0,2,0
447,1137,2013-12-29,1964,49,Adult,Graduation,Upper,Single,81246,0,0,0,87,398,190,537,61,156,37,1379,4,5,7,16,1,1,0,1,0,0,0,2,1,0
448,2541,2013-06-09,1976,37,Adult,Graduation,Lower,Married,24027,1,0,1,7,14,7,11,11,0,5,48,2,0,3,5,8,0,0,0,0,0,0,0,2,0
449,1142,2013-12-22,1953,60,Old,PhD,Middle,Married,55707,0,1,1,91,208,7,82,30,66,35,428,3,2,9,14,3,0,0,0,0,0,0,0,2,0
450,2276,2013-05-02,1955,58,Adult,Graduation,Middle,Single,57959,0,1,1,71,430,16,322,43,24,33,868,4,7,11,22,3,0,0,0,0,0,0,0,5,0
451,2807,2013-02-16,1969,44,Adult,Graduation,Middle,Married,56796,0,1,1,24,656,38,161,62,47,37,1001,8,9,7,24,7,0,0,0,0,0,0,0,3,0
452,6471,2013-10-17,1971,42,Adult,Master,Middle,Single,36230,1,0,1,17,14,2,30,8,2,3,59,2,0,4,6,5,0,0,0,0,0,0,0,1,0
453,6131,2013-12-01,1980,33,Adult,2n Cycle,Upper,Married,70829,1,1,2,87,141,70,106,72,19,23,431,4,2,8,14,3,0,0,0,0,0,0,0,2,0
454,6233,2012-09-07,1976,36,Adult,Graduation,Middle,Married,65991,0,1,1,21,507,19,364,25,47,9,971,9,5,10,24,7,0,0,0,0,0,0,0,3,0
455,4148,2012-08-20,1972,40,Adult,Graduation,Middle,Married,38988,1,2,3,90,164,24,103,12,3,42,348,5,1,6,12,8,0,0,0,0,0,0,0,7,0
456,4947,2012-09-15,1966,46,Adult,2n Cycle,Upper,Single,89572,0,0,0,44,606,24,974,197,194,64,2059,7,7,9,23,4,1,0,0,1,0,1,3,1,0
457,3225,2013-04-01,1984,29,Adult,Master,Middle,Married,42207,1,0,1,71,116,11,72,3,17,46,265,4,1,5,10,6,0,0,1,0,0,1,2,4,0
458,7540,2014-05-25,1952,62,Old,Graduation,Middle,Married,50300,0,1,1,52,143,15,60,24,23,5,270,2,1,8,11,2,0,0,0,0,0,0,0,2,0
459,10648,2012-09-25,1982,30,Adult,2n Cycle,Middle,Together,66664,0,0,0,78,398,96,447,220,96,32,1289,5,7,6,18,3,0,0,0,0,0,0,0,1,0
460,1992,2014-01-01,1964,50,Adult,Graduation,Middle,Married,60597,0,1,1,2,522,0,257,32,16,66,893,2,2,8,12,7,1,0,0,0,0,1,2,4,0
461,7851,2013-09-22,1949,64,Old,Graduation,Upper,Widow,70165,0,0,0,60,161,0,253,199,191,122,926,3,7,11,21,1,0,0,0,0,0,0,0,1,0
462,8594,2014-01-28,1958,56,Adult,PhD,Middle,Widow,50520,0,1,1,25,112,0,6,2,1,14,135,3,1,3,7,6,0,0,0,0,0,0,0,2,0
463,7059,2014-06-26,1963,51,Adult,Graduation,Upper,Married,80124,0,0,0,47,483,84,398,205,84,241,1495,3,7,8,18,1,0,0,1,0,0,0,1,1,0
464,2815,2014-02-24,1975,39,Adult,Graduation,Lower,Married,33183,1,0,1,46,7,5,39,17,15,37,120,4,0,3,7,7,0,0,0,0,0,0,0,2,0
465,2416,2014-03-03,1969,45,Adult,PhD,Middle,Single,66582,0,0,0,83,789,25,420,16,38,0,1288,2,8,9,19,1,0,0,0,0,0,0,0,1,0
466,7999,2013-04-23,1955,58,Adult,PhD,Upper,Together,75261,0,0,0,17,1239,17,413,23,34,17,1743,5,6,5,16,2,0,0,0,1,1,1,3,1,0
467,9213,2012-10-31,1970,42,Adult,Graduation,Lower,Widow,31880,1,0,1,13,4,1,5,2,0,3,15,1,0,2,3,8,0,0,0,0,0,0,0,1,0
468,9697,2014-03-06,1951,63,Old,Graduation,Middle,Married,53790,0,2,2,86,335,42,127,28,5,5,542,7,2,8,17,6,0,0,0,0,0,0,0,3,0
469,3916,2012-08-15,1971,41,Adult,PhD,Middle,Together,49269,1,0,1,92,639,8,166,11,8,58,890,7,3,12,22,7,0,0,0,0,0,0,0,3,0
470,2021,2013-03-27,1975,38,Adult,Graduation,Middle,Married,61456,0,1,1,47,563,76,384,84,192,89,1388,6,10,13,29,4,0,0,0,0,0,0,0,4,0
471,1581,2013-10-10,1980,33,Adult,Graduation,Middle,Married,37406,1,0,1,18,2,0,8,2,2,3,17,1,0,2,3,8,0,0,0,0,0,1,1,1,0
472,564,2012-08-04,1981,31,Adult,PhD,Middle,Together,56937,1,0,1,81,746,8,125,11,8,8,906,8,6,9,23,6,0,0,0,1,0,1,2,7,0
473,6619,2013-01-02,1978,35,Adult,Graduation,Middle,Married,38415,1,1,2,91,22,1,13,4,0,4,44,1,0,3,4,7,0,0,0,0,0,0,0,2,0
474,9081,2014-05-18,1988,26,Adult,Graduation,Lower,Single,20518,1,0,1,58,4,1,6,4,1,9,25,1,1,2,4,5,0,0,0,0,0,0,0,1,0
475,178,2013-02-18,1956,57,Adult,Graduation,Middle,Married,62503,0,1,1,40,478,0,193,110,75,117,973,8,3,11,22,5,0,0,0,0,0,0,0,4,0
476,916,2014-05-09,1972,42,Adult,PhD,Middle,Single,41644,1,1,2,67,20,3,4,2,0,2,31,1,0,3,4,3,0,0,0,0,0,0,0,2,0
477,5512,2014-05-23,1977,37,Adult,Master,Middle,Married,55842,0,1,1,19,451,0,39,0,4,24,518,7,1,8,16,5,0,0,0,0,0,0,0,1,0
478,8970,2012-10-23,1972,40,Adult,PhD,Middle,Married,62010,0,1,1,93,371,22,39,6,0,92,530,6,2,7,15,5,0,0,0,0,0,0,0,4,0
479,10581,2012-10-31,1977,35,Adult,Graduation,Middle,Married,41124,1,0,1,41,281,7,84,15,0,119,506,7,3,4,14,8,0,0,0,0,0,0,0,7,0
480,5300,2013-12-30,1973,40,Adult,Master,Middle,Married,38961,1,0,1,60,19,7,19,0,1,24,70,2,1,2,5,7,0,0,0,0,0,0,0,1,0
481,5154,2013-08-11,1972,41,Adult,Master,Middle,Divorced,37760,1,0,1,54,26,3,13,2,10,0,54,2,0,3,5,6,0,0,0,0,0,0,0,1,0
482,8346,2012-08-19,1974,38,Adult,Graduation,Lower,Single,32233,1,0,1,26,138,15,35,25,11,72,296,6,2,2,10,9,0,0,1,0,0,1,2,2,0
483,1676,2013-10-30,1975,38,Adult,Graduation,Middle,Married,43057,0,1,1,30,213,2,44,0,2,5,266,4,2,5,11,5,0,0,0,0,0,0,0,4,0
484,9286,2012-10-10,1960,52,Adult,Master,Upper,Together,83151,0,0,0,93,407,28,100,120,74,18,747,5,9,4,18,3,0,0,0,0,0,0,0,1,0
485,2426,2012-09-14,1964,48,Adult,PhD,Upper,Divorced,78825,0,0,0,35,483,74,114,169,37,18,895,5,10,13,28,3,0,0,0,0,0,1,1,1,0
486,5172,2013-11-14,1976,37,Adult,Master,Middle,Together,65104,0,1,1,4,738,0,232,13,20,50,1053,3,5,7,15,7,0,0,0,0,0,0,0,2,0
487,5562,2013-06-26,1974,39,Adult,Graduation,Middle,Married,60093,0,1,1,92,502,12,109,16,6,90,735,7,2,10,19,6,0,0,0,0,0,0,0,2,0
488,3436,2014-01-26,1969,45,Adult,Graduation,Lower,Married,14045,1,0,1,24,11,0,5,2,1,1,20,1,0,3,4,7,0,0,0,0,0,0,0,1,0
489,3921,2012-10-28,1952,60,Old,2n Cycle,Lower,Widow,28457,0,0,0,96,24,1,108,29,29,14,205,4,1,4,9,8,0,0,0,0,0,0,0,1,0
490,3403,2012-09-24,1958,54,Adult,PhD,Upper,Together,78952,0,1,1,11,1170,19,594,99,76,134,2092,2,5,12,19,6,0,0,0,0,0,0,0,2,0
491,22,2012-12-03,1976,36,Adult,Graduation,Middle,Divorced,46310,1,0,1,99,185,2,88,15,5,14,309,6,1,5,12,8,0,0,0,0,0,0,0,2,0
492,10965,2013-02-22,1955,58,Adult,Graduation,Upper,Together,76005,0,0,0,72,983,20,389,240,50,40,1722,3,5,13,21,6,1,0,0,0,0,0,1,1,0
493,9426,2013-01-12,1964,49,Adult,Master,Middle,Single,58308,0,1,1,77,691,0,69,10,0,130,900,2,6,3,11,8,0,0,0,0,0,0,0,4,0
494,6605,2013-11-27,1944,69,Old,PhD,Middle,Divorced,55614,0,0,0,85,504,13,131,8,0,26,682,9,4,6,19,7,0,0,0,1,0,0,1,1,0
495,3136,2013-04-13,1962,51,Adult,Master,Middle,Divorced,59432,0,1,1,88,317,25,265,25,19,12,663,5,3,11,19,5,0,0,0,0,0,0,0,3,0
496,8737,2014-04-05,1978,36,Adult,Graduation,Middle,Divorced,55563,0,1,1,22,29,1,9,2,0,2,43,2,0,3,5,3,0,0,0,0,0,0,0,1,0
497,11088,2013-04-21,1971,42,Adult,PhD,Upper,Together,78642,0,1,1,83,1396,0,322,46,35,17,1816,4,9,4,17,6,0,0,0,0,0,0,0,1,0
498,716,2014-05-22,1949,65,Old,PhD,Middle,Together,67911,0,1,1,63,529,0,356,63,28,0,976,6,7,11,24,3,0,0,0,0,0,0,0,3,0
499,466,2013-04-03,1944,69,Old,Graduation,Middle,Married,65275,0,0,0,9,388,14,218,91,14,21,746,4,3,13,20,2,0,0,0,0,0,0,0,1,0
500,9135,2012-08-06,1950,62,Old,Graduation,Lower,Together,27203,1,1,2,92,13,2,21,4,0,24,64,1,1,2,4,8,0,0,0,0,0,0,0,2,0
501,10623,2013-11-15,1961,52,Adult,Master,Middle,Together,48330,0,1,1,2,28,0,4,0,0,0,32,1,0,3,4,5,0,0,0,0,0,0,0,1,0
502,8151,2012-12-29,1990,22,Young,Basic,Lower,Married,24279,0,0,0,6,16,36,21,20,62,108,263,4,1,3,8,8,0,0,0,0,0,0,0,1,0
503,5140,2012-08-24,1985,27,Adult,PhD,Middle,Married,64355,1,0,1,66,1047,0,140,67,38,153,1445,4,3,12,19,8,0,0,0,0,0,0,0,2,0
504,10160,2013-06-21,1956,57,Adult,Master,Middle,Together,50943,0,1,1,49,31,0,7,2,0,6,46,1,0,3,4,5,0,0,0,0,0,0,0,1,0
505,4945,2012-11-07,1953,59,Old,Graduation,Middle,Widow,53653,0,0,0,29,815,10,239,28,10,108,1210,10,4,12,26,6,0,0,0,0,0,0,0,2,0
506,10584,2013-12-02,1976,37,Adult,Graduation,Middle,Married,65665,0,1,1,77,225,162,387,106,36,29,945,5,10,8,23,3,0,0,0,0,0,0,0,1,0
507,6071,2013-07-19,1989,24,Adult,Graduation,Upper,Single,81217,0,0,0,77,493,70,324,146,40,84,1157,3,7,11,21,1,0,0,0,0,0,0,0,1,0
508,3386,2013-06-21,1992,21,Young,Graduation,Lower,Married,34935,0,0,0,71,34,4,66,3,10,20,137,2,1,4,7,7,0,0,0,0,0,0,0,1,0
509,8939,2012-12-16,1959,53,Adult,Graduation,Middle,Divorced,61250,0,1,1,49,382,138,65,60,26,59,730,5,2,12,19,5,0,0,0,0,0,0,0,6,0
510,9925,2013-05-25,1981,32,Adult,PhD,Middle,Together,39665,1,0,1,97,127,1,56,0,1,31,216,4,2,3,9,7,0,0,1,0,0,0,1,3,0
511,4320,2013-03-28,1979,34,Adult,Graduation,Middle,Single,60152,0,1,1,6,325,83,300,86,58,91,943,6,4,12,22,3,0,0,0,0,0,0,0,1,0
512,5389,2013-10-20,1964,49,Adult,Graduation,Middle,Married,48920,0,2,2,93,238,17,68,8,10,6,347,6,2,5,13,7,0,0,0,1,0,0,1,3,0
513,6036,2014-03-17,1959,55,Adult,Master,Upper,Together,89120,0,0,0,78,1168,92,408,72,129,55,1924,5,6,7,18,1,0,0,0,0,1,0,1,1,0
514,182,2013-05-11,1946,67,Old,PhD,Middle,Together,44124,0,1,1,62,284,0,55,0,6,52,397,6,2,5,13,8,0,0,0,0,0,0,0,4,0
515,203,2013-04-14,1975,38,Adult,Master,Upper,Single,81169,0,0,0,47,1288,20,613,80,61,27,2089,5,7,9,21,2,0,0,0,0,0,0,0,1,0
516,11025,2013-02-03,1961,52,Adult,Graduation,Middle,Married,36443,1,1,2,9,65,0,46,4,3,20,138,3,1,3,7,8,0,0,0,0,0,0,0,4,0
517,10203,2013-06-30,1990,23,Young,Graduation,Lower,Single,26095,1,0,1,77,11,7,9,3,1,11,42,1,0,3,4,7,0,0,0,0,0,0,0,1,0
518,4607,2013-08-23,1959,54,Adult,Graduation,Upper,Together,71367,0,0,0,24,227,23,389,42,21,75,777,4,5,7,16,2,0,0,0,0,0,0,0,1,0
519,3711,2014-03-01,1944,70,Old,Master,Upper,Married,80184,0,0,0,19,1035,134,670,25,38,0,1902,6,3,10,19,3,1,0,0,0,1,0,2,1,0
520,3696,2014-01-27,1965,49,Adult,Graduation,Lower,Divorced,30630,1,1,2,67,27,1,12,2,0,10,52,2,0,3,5,7,0,0,0,0,0,0,0,2,0
521,2532,2014-03-01,1987,27,Adult,Master,Upper,Single,73454,0,0,0,95,982,73,351,56,14,175,1651,2,4,6,12,5,0,0,1,0,0,0,1,1,0
522,9214,2013-08-16,1991,22,Young,Graduation,Middle,Married,42691,0,0,0,48,179,2,64,38,17,58,358,5,1,6,12,5,0,0,0,0,0,0,0,1,0
523,4943,2012-09-30,1953,59,Old,Graduation,Upper,Married,70503,0,0,0,73,1379,33,216,0,33,66,1727,2,4,9,15,6,0,0,0,1,1,0,2,1,0
524,35,2012-09-08,1987,25,Adult,Graduation,Lower,Married,25545,1,0,1,35,32,1,64,16,12,85,210,2,2,3,7,6,0,0,0,0,0,1,1,3,0
525,2258,2012-12-04,1986,26,Adult,Graduation,Lower,Married,32880,1,0,1,76,8,4,15,7,6,2,42,1,0,3,4,8,0,0,0,0,0,0,0,1,0
526,4322,2013-11-27,1958,55,Adult,PhD,Upper,Together,77863,0,0,0,20,881,38,319,16,25,12,1291,4,5,10,19,2,0,0,0,0,0,0,0,1,0
527,713,2014-06-08,1977,37,Adult,Master,Middle,Married,50353,0,0,0,72,141,15,153,67,31,35,442,4,4,6,14,3,0,0,0,0,0,0,0,1,0
528,4702,2012-08-12,1964,48,Adult,Graduation,Middle,Single,61839,0,0,0,20,1000,155,379,224,17,120,1895,4,8,4,16,8,0,0,0,0,0,0,0,1,0
529,3281,2013-11-03,1960,53,Adult,PhD,Middle,Married,49154,1,1,2,69,206,10,67,30,27,71,411,4,1,8,13,6,0,0,0,0,0,0,0,6,0
530,702,2013-02-15,1975,38,Adult,2n Cycle,Middle,Widow,47682,0,1,1,80,162,61,83,97,57,61,521,4,3,8,15,5,0,0,0,0,0,0,0,4,0
531,2004,2013-09-18,1969,44,Adult,Graduation,Upper,Single,72679,0,1,1,65,619,54,260,127,54,54,1168,4,7,5,16,1,0,0,0,0,0,0,0,1,0
532,4769,2014-06-18,1977,37,Adult,Master,Middle,Together,57954,1,1,2,52,456,4,24,0,0,9,493,8,2,6,16,7,0,0,0,1,0,0,1,7,0
533,4437,2013-04-24,1962,51,Adult,Graduation,Middle,Married,65316,1,1,2,65,112,6,92,3,9,38,260,3,2,5,10,4,0,0,0,0,0,0,0,2,0
534,8724,2013-06-17,1982,31,Adult,Graduation,Lower,Single,28567,1,0,1,57,11,3,22,2,2,6,46,2,0,3,5,6,0,0,0,0,0,0,0,2,0
535,10741,2013-04-11,1951,62,Old,Master,Middle,Together,47352,0,1,1,70,172,12,112,8,0,15,319,6,1,5,12,7,0,0,0,0,0,0,0,4,0
536,1991,2014-01-18,1967,47,Adult,Graduation,Middle,Together,44931,0,1,1,0,78,0,11,0,0,7,96,2,1,3,6,5,0,0,0,0,0,0,0,1,0
537,6931,2014-02-15,1967,47,Adult,Graduation,Upper,Divorced,76982,0,0,0,19,464,151,292,65,60,30,1062,8,3,4,15,4,0,0,0,0,1,1,2,1,0
538,11096,2013-08-08,1952,61,Old,2n Cycle,Middle,Together,57247,0,1,1,50,99,4,32,37,54,6,232,2,1,7,10,2,0,0,0,0,0,0,0,2,0
539,304,2013-12-23,1981,32,Adult,Master,Lower,Single,22944,1,0,1,67,19,3,19,4,5,26,76,3,0,3,6,7,0,0,0,0,0,0,0,3,0
540,3665,2013-11-07,1977,36,Adult,2n Cycle,Lower,Together,25315,1,0,1,46,1,9,8,11,3,22,54,3,0,3,6,8,0,0,0,0,0,0,0,3,0
541,10591,2012-08-06,1969,43,Adult,Graduation,Middle,Widow,43638,0,1,1,37,63,10,83,7,19,19,201,4,1,4,9,7,0,0,0,0,0,0,0,2,0
542,5036,2012-11-28,1984,28,Adult,PhD,Middle,Single,42710,1,0,1,38,252,3,42,4,3,102,406,4,5,3,12,6,0,0,0,0,0,0,0,2,0
543,5547,2013-08-07,1982,31,Adult,PhD,Upper,Married,84169,0,0,0,9,1478,19,403,0,19,0,1919,7,6,6,19,3,0,0,0,1,1,1,3,1,0
544,7822,2013-06-04,1976,37,Adult,Graduation,Middle,Together,54058,0,1,1,56,198,18,252,32,108,54,662,4,6,8,18,3,0,0,0,0,0,0,0,2,0
545,8541,2014-03-08,1990,24,Young,2n Cycle,Lower,Married,24683,1,0,1,98,8,4,10,6,7,6,41,2,0,4,6,5,0,0,0,0,0,0,0,2,0
546,10955,2014-01-07,1964,50,Adult,Graduation,Upper,Widow,85620,0,0,0,68,416,46,925,60,107,46,1600,3,6,4,13,1,0,0,0,0,0,1,1,1,0
547,4368,2013-12-03,1980,33,Adult,Graduation,Middle,Married,47850,1,0,1,72,42,7,43,20,12,10,134,3,0,4,7,6,0,0,0,0,0,0,0,1,0
548,9671,2014-01-26,1968,46,Adult,Graduation,Lower,Married,19514,1,1,2,47,14,3,21,2,1,28,69,3,1,2,6,8,0,0,1,0,0,1,2,4,0
549,2256,2014-03-29,1973,41,Adult,Master,Lower,Married,27159,1,1,2,33,17,0,3,0,0,1,21,1,0,3,4,6,0,0,0,0,0,0,0,2,0
550,4279,2014-03-31,1963,51,Adult,2n Cycle,Middle,Single,39548,1,1,2,87,15,4,10,3,4,18,54,1,1,3,5,3,0,0,0,0,0,0,0,2,0
551,5371,2014-04-08,1989,25,Adult,Graduation,Lower,Single,21474,1,0,1,0,6,16,24,11,0,34,91,3,1,2,6,7,0,0,1,0,0,1,2,2,0
552,9240,2014-02-07,1971,43,Adult,PhD,Middle,Single,60504,0,1,1,73,458,0,24,6,4,34,526,6,2,8,16,6,0,0,0,0,0,0,0,2,0
553,9460,2013-04-18,1963,50,Adult,Graduation,Lower,Married,22419,0,0,0,74,30,3,47,19,21,42,162,3,2,2,7,8,0,0,0,0,0,0,0,1,0
554,9504,2013-11-06,1949,64,Old,Master,Upper,Married,81698,0,0,0,4,179,28,520,111,123,47,1008,3,8,13,24,1,0,0,0,0,0,1,1,1,0
555,8692,2012-09-12,1952,60,Old,Graduation,Middle,Together,43462,1,1,2,50,90,17,97,15,6,15,240,4,1,5,10,8,0,0,0,0,0,0,0,6,0
556,448,2013-03-01,1978,35,Adult,PhD,Middle,Single,54880,1,0,1,57,308,85,137,102,45,118,795,6,2,11,19,5,0,0,0,0,0,0,0,2,0
557,8314,2013-04-05,1982,31,Adult,Graduation,Upper,Married,79908,0,0,0,30,557,129,761,29,185,111,1772,5,6,7,18,2,0,0,0,0,1,0,1,1,0
558,8420,2013-08-03,1970,43,Adult,2n Cycle,Lower,Married,15315,0,0,0,27,7,4,13,15,8,17,64,2,0,4,6,5,0,0,0,0,0,0,0,2,0
559,3174,2013-05-22,1959,54,Adult,Graduation,Upper,Together,87771,0,1,1,61,1492,38,287,50,57,33,1957,5,10,4,19,6,1,1,0,1,1,1,5,1,0
560,7685,2013-09-09,1978,35,Adult,Graduation,Lower,Married,33039,1,0,1,4,30,8,12,8,8,12,78,2,0,4,6,5,0,0,0,0,0,0,0,1,0
561,3179,2013-06-16,1980,33,Adult,Graduation,Upper,Single,81741,0,0,0,75,249,153,940,58,134,38,1572,6,6,7,19,2,0,0,0,0,0,0,0,0,0
562,9780,2013-06-25,1971,42,Adult,Master,Upper,Together,71499,0,1,1,12,465,25,132,136,0,37,795,8,3,13,24,4,0,0,0,0,0,0,0,2,0
563,10681,2014-01-15,1970,44,Adult,2n Cycle,Middle,Married,62466,0,1,1,13,129,129,259,168,121,83,889,6,3,12,21,4,0,0,0,0,0,0,0,5,0
564,10232,2013-11-05,1963,50,Adult,PhD,Middle,Divorced,48799,0,1,1,9,174,18,81,28,6,24,331,3,2,7,12,3,0,0,0,0,0,0,0,3,0
565,4184,2014-06-07,1950,64,Old,PhD,Middle,Together,52157,0,1,1,48,189,2,29,3,2,40,265,3,2,5,10,4,0,0,0,0,0,0,0,2,0
566,9120,2012-12-05,1962,50,Adult,Graduation,Middle,Single,66565,0,1,1,80,747,10,161,65,40,42,1065,4,2,9,15,8,0,0,0,0,0,0,0,4,0
567,891,2013-09-07,1951,62,Old,Master,Lower,Together,29298,1,1,2,60,6,0,2,2,0,1,11,1,0,2,3,5,0,0,0,0,0,0,0,1,0
568,10381,2013-07-05,1979,34,Adult,Graduation,Middle,Single,47691,0,1,1,43,14,0,3,0,0,4,21,1,0,2,3,6,0,0,0,0,0,0,0,1,0
569,3525,2012-12-07,1970,42,Adult,Graduation,Middle,Together,38200,1,1,2,19,12,0,4,0,0,1,17,1,0,2,3,7,0,0,0,0,0,0,0,1,0
570,6818,2012-09-12,1974,38,Adult,Graduation,Middle,Married,44989,0,1,1,26,98,0,106,49,10,106,369,5,1,5,11,6,0,0,0,0,0,0,0,5,0
